device,datetime,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
Aranet4 272D2,2024-06-19 11:46:43,515.0,21.5,38.0,878.8
Aranet4 272D2,2024-06-19 11:51:43,529.0,21.6,38.0,878.7
Aranet4 272D2,2024-06-19 11:56:43,537.0,21.5,38.0,878.6
Aranet4 272D2,2024-06-19 12:01:43,606.0,21.6,38.0,878.5
Aranet4 272D2,2024-06-19 12:06:43,620.0,21.7,38.0,878.5
Aranet4 272D2,2024-06-19 12:11:43,532.0,21.7,37.0,878.5
Aranet4 272D2,2024-06-19 12:16:43,581.0,21.8,38.0,878.3
Aranet4 272D2,2024-06-19 12:21:43,518.0,21.9,36.0,878.3
Aranet4 272D2,2024-06-19 12:26:43,530.0,21.9,37.0,878.1
Aranet4 272D2,2024-06-19 12:31:43,595.0,21.9,37.0,878.0
Aranet4 272D2,2024-06-19 12:36:43,572.0,22.0,37.0,878.0
Aranet4 272D2,2024-06-19 12:41:43,613.0,22.0,37.0,877.9
Aranet4 272D2,2024-06-19 12:46:43,536.0,22.1,36.0,877.8
Aranet4 272D2,2024-06-19 12:51:43,561.0,22.1,37.0,877.7
Aranet4 272D2,2024-06-19 12:56:43,588.0,22.0,36.0,877.7
Aranet4 272D2,2024-06-19 13:01:43,599.0,22.1,37.0,877.7
Aranet4 272D2,2024-06-19 13:06:43,636.0,22.1,37.0,877.5
Aranet4 272D2,2024-06-19 13:11:43,575.0,22.0,36.0,877.3
Aranet4 272D2,2024-06-19 13:16:43,474.0,22.1,36.0,877.4
Aranet4 272D2,2024-06-19 13:21:43,569.0,22.2,36.0,877.4
Aranet4 272D2,2024-06-19 13:26:43,499.0,22.2,35.0,877.3
Aranet4 272D2,2024-06-19 13:31:43,450.0,22.2,34.0,877.3
Aranet4 272D2,2024-06-19 13:36:43,494.0,22.2,35.0,877.1
Aranet4 272D2,2024-06-19 13:41:43,509.0,22.2,35.0,877.0
Aranet4 272D2,2024-06-19 13:46:43,456.0,22.2,33.0,877.0
Aranet4 272D2,2024-06-19 13:51:43,584.0,22.3,35.0,876.9
Aranet4 272D2,2024-06-19 13:56:43,579.0,22.3,34.0,876.8
Aranet4 272D2,2024-06-19 14:01:43,434.0,22.4,32.0,876.8
Aranet4 272D2,2024-06-19 14:06:43,490.0,22.4,34.0,876.8
Aranet4 272D2,2024-06-19 14:11:43,460.0,22.4,32.0,876.8
Aranet4 272D2,2024-06-19 14:16:43,437.0,22.4,33.0,876.8
Aranet4 272D2,2024-06-19 14:21:43,458.0,22.4,33.0,876.7
Aranet4 272D2,2024-06-19 14:26:43,470.0,22.4,33.0,876.7
Aranet4 272D2,2024-06-19 14:31:43,545.0,22.4,33.0,876.7
Aranet4 272D2,2024-06-19 14:36:43,579.0,22.3,34.0,876.6
Aranet4 272D2,2024-06-19 14:41:43,529.0,22.4,33.0,876.5
Aranet4 272D2,2024-06-19 14:46:43,555.0,22.4,34.0,876.6
Aranet4 272D2,2024-06-19 14:51:43,526.0,22.4,34.0,876.5
Aranet4 272D2,2024-06-19 14:56:43,541.0,22.3,34.0,876.3
Aranet4 272D2,2024-06-19 15:01:43,529.0,22.3,34.0,876.3
Aranet4 272D2,2024-06-19 15:06:43,535.0,22.3,34.0,876.4
Aranet4 272D2,2024-06-19 15:11:43,487.0,22.4,34.0,876.3
Aranet4 272D2,2024-06-19 15:16:43,509.0,22.4,34.0,876.3
Aranet4 272D2,2024-06-19 15:21:43,503.0,22.4,33.0,876.2
Aranet4 272D2,2024-06-19 15:26:43,544.0,22.4,34.0,876.3
Aranet4 272D2,2024-06-19 15:31:43,529.0,22.4,34.0,876.2
Aranet4 272D2,2024-06-19 15:36:43,504.0,22.4,34.0,876.1
Aranet4 272D2,2024-06-19 15:41:43,522.0,22.4,34.0,876.1
Aranet4 272D2,2024-06-19 15:46:43,471.0,22.5,33.0,876.2
Aranet4 272D2,2024-06-19 15:51:43,431.0,22.6,32.0,876.1
Aranet4 272D2,2024-06-19 15:56:43,448.0,22.6,32.0,876.1
Aranet4 272D2,2024-06-19 16:01:43,452.0,22.7,32.0,876.1
Aranet4 272D2,2024-06-19 16:06:43,533.0,22.7,33.0,876.2
Aranet4 272D2,2024-06-19 16:11:43,445.0,22.8,32.0,876.1
Aranet4 272D2,2024-06-19 16:16:43,431.0,22.8,31.0,876.2
Aranet4 272D2,2024-06-19 16:21:43,409.0,22.9,31.0,876.2
Aranet4 272D2,2024-06-19 16:26:43,417.0,22.9,31.0,876.2
Aranet4 272D2,2024-06-19 16:31:43,444.0,22.9,32.0,876.2
Aranet4 272D2,2024-06-19 16:36:43,463.0,22.8,31.0,876.3
Aranet4 272D2,2024-06-19 16:41:43,402.0,22.8,31.0,876.3
Aranet4 272D2,2024-06-19 16:46:43,442.0,22.8,32.0,876.4
Aranet4 272D2,2024-06-19 16:51:43,447.0,22.7,32.0,876.4
Aranet4 272D2,2024-06-19 16:56:43,484.0,22.6,33.0,876.4
Aranet4 272D2,2024-06-19 17:01:43,470.0,22.6,33.0,876.5
Aranet4 272D2,2024-06-19 17:06:43,497.0,22.6,33.0,876.5
Aranet4 272D2,2024-06-19 17:11:43,458.0,22.6,33.0,876.6
Aranet4 272D2,2024-06-19 17:16:43,440.0,22.5,33.0,876.6
Aranet4 272D2,2024-06-19 17:21:43,431.0,22.5,33.0,876.6
Aranet4 272D2,2024-06-19 17:26:43,441.0,22.5,33.0,876.7
Aranet4 272D2,2024-06-19 17:31:43,443.0,22.5,33.0,876.7
Aranet4 272D2,2024-06-19 17:36:43,422.0,22.4,33.0,876.8
Aranet4 272D2,2024-06-19 17:41:43,415.0,22.4,33.0,876.9
Aranet4 272D2,2024-06-19 17:46:43,393.0,22.4,34.0,876.9
Aranet4 272D2,2024-06-19 17:51:43,392.0,22.3,35.0,876.8
Aranet4 272D2,2024-06-19 17:56:43,397.0,22.2,35.0,876.9
Aranet4 272D2,2024-06-20 06:01:43,388.0,19.8,41.0,879.4
Aranet4 272D2,2024-06-20 06:06:43,395.0,19.8,41.0,879.4
Aranet4 272D2,2024-06-20 06:11:43,403.0,19.8,41.0,879.5
Aranet4 272D2,2024-06-20 06:16:43,398.0,19.8,41.0,879.5
Aranet4 272D2,2024-06-20 06:21:43,395.0,19.8,41.0,879.5
Aranet4 272D2,2024-06-20 06:26:43,385.0,19.8,41.0,879.6
Aranet4 272D2,2024-06-20 06:31:43,399.0,19.8,41.0,879.6
Aranet4 272D2,2024-06-20 06:36:43,405.0,19.8,41.0,879.6
Aranet4 272D2,2024-06-20 06:41:43,416.0,19.8,41.0,879.7
Aranet4 272D2,2024-06-20 06:46:43,412.0,19.8,41.0,879.8
Aranet4 272D2,2024-06-20 06:51:43,411.0,19.8,41.0,879.8
Aranet4 272D2,2024-06-20 06:56:43,411.0,19.8,41.0,879.7
Aranet4 272D2,2024-06-20 07:01:43,409.0,19.9,41.0,880.0
Aranet4 272D2,2024-06-20 07:06:43,420.0,19.8,41.0,880.1
Aranet4 272D2,2024-06-20 07:11:43,429.0,19.9,41.0,880.2
Aranet4 272D2,2024-06-20 07:16:43,420.0,19.9,41.0,880.1
Aranet4 272D2,2024-06-20 07:21:43,421.0,19.9,41.0,880.2
Aranet4 272D2,2024-06-20 07:26:43,443.0,19.9,41.0,880.3
Aranet4 272D2,2024-06-20 07:31:43,446.0,20.0,41.0,880.4
Aranet4 272D2,2024-06-20 07:36:43,440.0,20.0,41.0,880.4
Aranet4 272D2,2024-06-20 07:41:43,455.0,20.0,41.0,880.4
Aranet4 272D2,2024-06-20 07:46:43,435.0,20.1,41.0,880.6
Aranet4 272D2,2024-06-20 07:51:43,436.0,20.1,41.0,880.5
Aranet4 272D2,2024-06-20 07:56:43,447.0,20.1,41.0,880.6
Aranet4 272D2,2024-06-20 08:01:43,426.0,20.1,41.0,880.7
Aranet4 272D2,2024-06-20 08:06:43,421.0,20.2,41.0,880.8
Aranet4 272D2,2024-06-20 08:11:43,411.0,20.2,40.0,880.8
Aranet4 272D2,2024-06-20 08:16:43,425.0,20.3,40.0,880.8
Aranet4 272D2,2024-06-20 08:21:43,405.0,20.4,40.0,880.7
Aranet4 272D2,2024-06-20 08:26:43,395.0,20.4,39.0,880.8
Aranet4 272D2,2024-06-20 08:31:43,431.0,20.5,39.0,880.9
Aranet4 272D2,2024-06-20 08:36:43,448.0,20.5,39.0,881.0
Aranet4 272D2,2024-06-20 08:41:43,457.0,20.6,39.0,881.0
Aranet4 272D2,2024-06-20 08:46:43,447.0,20.6,39.0,881.0
Aranet4 272D2,2024-06-20 08:51:43,465.0,20.7,39.0,881.1
Aranet4 272D2,2024-06-20 08:56:43,408.0,20.7,38.0,881.1
Aranet4 272D2,2024-06-20 09:01:43,405.0,20.7,38.0,881.2
Aranet4 272D2,2024-06-20 09:06:43,447.0,20.8,38.0,881.1
Aranet4 272D2,2024-06-20 09:11:43,490.0,20.8,38.0,881.2
Aranet4 272D2,2024-06-20 09:16:43,470.0,20.9,38.0,881.2
Aranet4 272D2,2024-06-20 09:21:43,480.0,21.0,38.0,881.2
Aranet4 272D2,2024-06-20 09:26:43,470.0,21.1,37.0,881.2
Aranet4 272D2,2024-06-20 09:31:43,469.0,21.1,38.0,881.2
Aranet4 272D2,2024-06-20 09:36:43,521.0,21.2,38.0,881.1
Aranet4 272D2,2024-06-20 09:41:43,521.0,21.3,38.0,881.1
Aranet4 272D2,2024-06-20 09:46:43,491.0,21.3,37.0,881.3
Aranet4 272D2,2024-06-20 09:51:43,503.0,21.4,37.0,881.1
Aranet4 272D2,2024-06-20 09:56:43,504.0,21.5,37.0,881.2
Aranet4 272D2,2024-06-20 10:01:43,501.0,21.5,37.0,881.2
Aranet4 272D2,2024-06-20 10:06:43,503.0,21.5,37.0,881.1
Aranet4 272D2,2024-06-20 10:11:43,500.0,21.6,37.0,881.2
Aranet4 272D2,2024-06-20 10:16:43,485.0,21.6,37.0,881.2
Aranet4 272D2,2024-06-20 10:21:43,516.0,21.6,37.0,881.3
Aranet4 272D2,2024-06-20 10:26:43,543.0,21.7,37.0,881.2
Aranet4 272D2,2024-06-20 10:31:44,533.0,21.7,37.0,881.2
Aranet4 272D2,2024-06-20 10:36:44,542.0,21.8,37.0,881.3
Aranet4 272D2,2024-06-20 10:41:44,504.0,21.8,37.0,881.2
Aranet4 272D2,2024-06-20 10:46:44,526.0,21.9,37.0,881.2
Aranet4 272D2,2024-06-20 10:51:44,482.0,21.9,37.0,881.2
Aranet4 272D2,2024-06-20 10:56:44,510.0,21.9,37.0,881.1
Aranet4 272D2,2024-06-20 11:01:44,492.0,21.9,37.0,881.0
Aranet4 272D2,2024-06-20 11:06:44,523.0,21.9,37.0,881.0
Aranet4 272D2,2024-06-20 11:11:44,480.0,22.0,37.0,880.9
Aranet4 272D2,2024-06-20 11:16:44,484.0,22.0,37.0,881.0
Aranet4 272D2,2024-06-20 11:21:44,474.0,22.0,37.0,880.8
Aranet4 272D2,2024-06-20 11:26:44,434.0,22.0,36.0,880.9
Aranet4 272D2,2024-06-20 11:31:44,465.0,22.0,36.0,880.8
Aranet4 272D2,2024-06-20 11:36:44,472.0,22.1,36.0,880.6
Aranet4 272D2,2024-06-20 11:41:44,476.0,22.1,36.0,880.5
Aranet4 272D2,2024-06-20 11:46:44,468.0,22.1,36.0,880.5
Aranet4 272D2,2024-06-20 11:51:44,460.0,22.1,36.0,880.3
Aranet4 272D2,2024-06-20 11:56:44,493.0,22.1,36.0,880.2
Aranet4 272D2,2024-06-20 12:01:44,571.0,22.2,36.0,880.1
Aranet4 272D2,2024-06-20 12:06:44,586.0,22.3,37.0,880.1
Aranet4 272D2,2024-06-20 12:11:44,617.0,22.3,37.0,880.0
Aranet4 272D2,2024-06-20 12:16:44,535.0,22.3,36.0,879.9
Aranet4 272D2,2024-06-20 12:21:44,512.0,22.3,36.0,880.0
Aranet4 272D2,2024-06-20 12:26:44,555.0,22.4,36.0,879.9
Aranet4 272D2,2024-06-20 12:31:44,567.0,22.4,36.0,879.8
Aranet4 272D2,2024-06-20 12:36:44,558.0,22.4,36.0,879.5
Aranet4 272D2,2024-06-20 12:41:44,529.0,22.4,36.0,879.6
Aranet4 272D2,2024-06-20 12:46:44,551.0,22.4,36.0,879.4
Aranet4 272D2,2024-06-20 12:51:44,554.0,22.5,36.0,879.4
Aranet4 272D2,2024-06-20 12:56:44,553.0,22.5,36.0,879.3
Aranet4 272D2,2024-06-20 13:01:44,584.0,22.5,37.0,879.2
Aranet4 272D2,2024-06-20 13:06:44,507.0,22.5,36.0,879.1
Aranet4 272D2,2024-06-20 13:11:44,458.0,22.5,35.0,878.9
Aranet4 272D2,2024-06-20 13:16:44,440.0,22.5,35.0,878.9
Aranet4 272D2,2024-06-20 13:21:44,459.0,22.5,36.0,878.8
Aranet4 272D2,2024-06-20 13:26:44,506.0,22.5,36.0,878.8
Aranet4 272D2,2024-06-20 13:31:44,509.0,22.5,36.0,878.7
Aranet4 272D2,2024-06-20 13:36:44,521.0,22.5,36.0,878.7
Aranet4 272D2,2024-06-20 13:41:44,473.0,22.5,35.0,878.6
Aranet4 272D2,2024-06-20 13:46:44,477.0,22.6,34.0,878.5
Aranet4 272D2,2024-06-20 13:51:44,473.0,22.6,35.0,878.4
Aranet4 272D2,2024-06-20 13:56:44,467.0,22.7,34.0,878.3
Aranet4 272D2,2024-06-20 14:01:44,485.0,22.7,35.0,878.3
Aranet4 272D2,2024-06-20 14:06:44,491.0,22.6,35.0,878.2
Aranet4 272D2,2024-06-20 14:11:44,497.0,22.7,35.0,878.1
Aranet4 272D2,2024-06-20 14:16:44,528.0,22.7,35.0,878.0
Aranet4 272D2,2024-06-20 14:21:44,532.0,22.8,35.0,878.0
Aranet4 272D2,2024-06-20 14:26:44,559.0,22.8,35.0,877.9
Aranet4 272D2,2024-06-20 14:31:44,518.0,22.8,35.0,877.8
Aranet4 272D2,2024-06-20 14:36:44,453.0,22.9,34.0,877.9
Aranet4 272D2,2024-06-20 14:41:44,497.0,22.9,34.0,877.9
Aranet4 272D2,2024-06-20 14:46:44,485.0,22.9,34.0,877.8
Aranet4 272D2,2024-06-20 14:51:44,505.0,22.9,35.0,877.7
Aranet4 272D2,2024-06-20 14:56:44,554.0,22.9,35.0,877.7
Aranet4 272D2,2024-06-20 15:01:44,522.0,23.0,34.0,877.7
Aranet4 272D2,2024-06-20 15:06:44,494.0,23.0,34.0,877.8
Aranet4 272D2,2024-06-20 15:11:44,496.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 15:16:44,482.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 15:21:44,474.0,23.0,34.0,877.7
Aranet4 272D2,2024-06-20 15:26:44,465.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 15:31:44,447.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 15:36:44,459.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 15:41:44,405.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 15:46:44,399.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 15:51:44,468.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 15:56:44,446.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 16:01:44,415.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 16:06:44,389.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 16:11:44,378.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 16:16:44,404.0,23.1,34.0,877.8
Aranet4 272D2,2024-06-20 16:21:44,374.0,23.1,34.0,877.7
Aranet4 272D2,2024-06-20 16:26:44,395.0,23.1,35.0,877.8
Aranet4 272D2,2024-06-20 16:31:44,394.0,23.1,35.0,878.0
Aranet4 272D2,2024-06-20 16:36:44,389.0,23.1,35.0,877.8
Aranet4 272D2,2024-06-20 16:41:44,401.0,23.1,35.0,878.0
Aranet4 272D2,2024-06-20 16:46:44,385.0,23.1,35.0,878.0
Aranet4 272D2,2024-06-20 16:51:44,402.0,23.1,36.0,878.0
Aranet4 272D2,2024-06-20 16:56:44,389.0,23.1,36.0,878.1
Aranet4 272D2,2024-06-20 17:01:44,375.0,23.0,36.0,878.0
Aranet4 272D2,2024-06-20 17:06:44,374.0,23.0,36.0,878.1
Aranet4 272D2,2024-06-20 17:11:44,384.0,22.9,36.0,878.1
Aranet4 272D2,2024-06-20 17:16:44,374.0,22.9,36.0,878.3
Aranet4 272D2,2024-06-20 17:21:44,377.0,22.9,36.0,878.4
Aranet4 272D2,2024-06-20 17:26:44,371.0,22.9,36.0,878.3
Aranet4 272D2,2024-06-20 17:31:44,371.0,22.9,36.0,878.4
Aranet4 272D2,2024-06-20 17:36:44,359.0,22.8,37.0,878.4
Aranet4 272D2,2024-06-20 17:41:44,371.0,22.8,37.0,878.4
Aranet4 272D2,2024-06-20 17:46:44,362.0,22.7,37.0,878.5
Aranet4 272D2,2024-06-20 17:51:44,371.0,22.7,37.0,878.6
Aranet4 272D2,2024-06-20 17:56:44,372.0,22.7,37.0,878.6
Aranet4 272D2,2024-06-23 06:00:00,398.0,18.3,51.0,880.3
Aranet4 272D2,2024-06-23 06:05:00,383.0,18.3,51.0,880.3
Aranet4 272D2,2024-06-23 06:10:00,390.0,18.3,51.0,880.4
Aranet4 272D2,2024-06-23 06:15:00,374.0,18.3,51.0,880.3
Aranet4 272D2,2024-06-23 06:20:00,372.0,18.3,51.0,880.3
Aranet4 272D2,2024-06-23 06:25:00,397.0,18.3,51.0,880.4
Aranet4 272D2,2024-06-23 06:30:00,369.0,18.2,51.0,880.4
Aranet4 272D2,2024-06-23 06:35:00,376.0,18.2,51.0,880.4
Aranet4 272D2,2024-06-23 06:40:00,384.0,18.3,51.0,880.4
Aranet4 272D2,2024-06-23 06:45:00,382.0,18.4,51.0,880.5
Aranet4 272D2,2024-06-23 06:50:00,392.0,18.3,51.0,880.5
Aranet4 272D2,2024-06-23 06:55:00,385.0,18.4,51.0,880.6
Aranet4 272D2,2024-06-23 07:00:00,398.0,18.3,52.0,880.8
Aranet4 272D2,2024-06-23 07:05:00,388.0,18.4,52.0,880.8
Aranet4 272D2,2024-06-23 07:10:00,394.0,18.4,52.0,880.9
Aranet4 272D2,2024-06-23 07:15:00,399.0,18.4,52.0,881.0
Aranet4 272D2,2024-06-23 07:20:00,407.0,18.4,52.0,881.0
Aranet4 272D2,2024-06-23 07:25:00,398.0,18.4,52.0,881.1
Aranet4 272D2,2024-06-23 07:30:00,402.0,18.4,52.0,881.2
Aranet4 272D2,2024-06-23 07:35:00,393.0,18.4,52.0,881.3
Aranet4 272D2,2024-06-23 07:40:00,400.0,18.4,52.0,881.2
Aranet4 272D2,2024-06-23 07:45:00,407.0,18.4,53.0,881.4
Aranet4 272D2,2024-06-23 07:50:00,400.0,18.4,53.0,881.4
Aranet4 272D2,2024-06-23 07:55:00,402.0,18.4,54.0,881.5
Aranet4 272D2,2024-06-23 08:00:00,410.0,18.5,53.0,881.5
Aranet4 272D2,2024-06-23 08:05:00,414.0,18.5,54.0,881.5
Aranet4 272D2,2024-06-23 08:10:00,404.0,18.5,54.0,881.6
Aranet4 272D2,2024-06-23 08:15:00,379.0,18.6,54.0,881.7
Aranet4 272D2,2024-06-23 08:20:00,384.0,18.6,54.0,881.7
Aranet4 272D2,2024-06-23 08:25:00,371.0,18.6,54.0,881.9
Aranet4 272D2,2024-06-23 08:30:00,399.0,18.6,54.0,882.0
Aranet4 272D2,2024-06-23 08:35:00,395.0,18.7,54.0,882.1
Aranet4 272D2,2024-06-23 08:40:00,377.0,18.7,54.0,882.2
Aranet4 272D2,2024-06-23 08:45:00,381.0,18.7,54.0,882.4
Aranet4 272D2,2024-06-23 08:50:00,379.0,18.7,54.0,882.5
Aranet4 272D2,2024-06-23 08:55:00,396.0,18.7,54.0,882.5
Aranet4 272D2,2024-06-23 09:00:00,391.0,18.7,53.0,882.6
Aranet4 272D2,2024-06-23 09:05:00,377.0,18.8,53.0,882.6
Aranet4 272D2,2024-06-23 09:10:00,408.0,18.8,53.0,882.7
Aranet4 272D2,2024-06-23 09:15:00,406.0,18.9,53.0,882.6
Aranet4 272D2,2024-06-23 09:20:00,411.0,18.9,53.0,882.7
Aranet4 272D2,2024-06-23 09:25:00,395.0,18.9,52.0,882.9
Aranet4 272D2,2024-06-23 09:30:00,396.0,18.9,52.0,882.9
Aranet4 272D2,2024-06-23 09:35:00,392.0,19.0,52.0,882.9
Aranet4 272D2,2024-06-23 09:40:00,398.0,19.1,52.0,883.0
Aranet4 272D2,2024-06-23 09:45:00,396.0,19.1,52.0,883.0
Aranet4 272D2,2024-06-23 09:50:00,391.0,19.1,51.0,883.0
Aranet4 272D2,2024-06-23 09:55:00,387.0,19.1,51.0,883.0
Aranet4 272D2,2024-06-23 10:00:00,399.0,19.0,51.0,883.0
Aranet4 272D2,2024-06-23 10:05:00,393.0,19.0,51.0,883.0
Aranet4 272D2,2024-06-23 10:10:00,384.0,19.0,51.0,882.9
Aranet4 272D2,2024-06-23 10:15:00,373.0,19.1,51.0,882.9
Aranet4 272D2,2024-06-23 10:20:00,385.0,19.1,51.0,882.9
Aranet4 272D2,2024-06-23 10:25:00,412.0,19.2,51.0,883.0
Aranet4 272D2,2024-06-23 10:30:00,421.0,19.3,50.0,883.0
Aranet4 272D2,2024-06-23 10:35:00,395.0,19.3,50.0,883.0
Aranet4 272D2,2024-06-23 10:40:00,416.0,19.3,50.0,883.0
Aranet4 272D2,2024-06-23 10:45:00,439.0,19.4,50.0,883.0
Aranet4 272D2,2024-06-23 10:50:00,469.0,19.5,50.0,883.0
Aranet4 272D2,2024-06-23 10:55:00,432.0,19.6,50.0,883.0
Aranet4 272D2,2024-06-23 11:00:00,406.0,19.6,50.0,883.0
Aranet4 272D2,2024-06-23 11:05:00,384.0,19.5,49.0,882.9
Aranet4 272D2,2024-06-23 11:10:00,390.0,19.5,49.0,882.8
Aranet4 272D2,2024-06-23 11:15:00,447.0,19.6,49.0,882.8
Aranet4 272D2,2024-06-23 11:20:00,410.0,19.6,49.0,882.8
Aranet4 272D2,2024-06-23 11:25:00,437.0,19.8,48.0,882.8
Aranet4 272D2,2024-06-23 11:30:00,415.0,19.7,48.0,882.7
Aranet4 272D2,2024-06-23 11:35:00,419.0,19.8,48.0,882.7
Aranet4 272D2,2024-06-23 11:40:00,419.0,19.8,48.0,882.6
Aranet4 272D2,2024-06-23 11:45:00,396.0,19.8,47.0,882.5
Aranet4 272D2,2024-06-23 11:50:00,444.0,19.9,48.0,882.5
Aranet4 272D2,2024-06-23 11:55:00,414.0,19.9,47.0,882.4
Aranet4 272D2,2024-06-23 12:00:00,457.0,20.0,47.0,882.2
Aranet4 272D2,2024-06-23 12:05:00,442.0,20.0,47.0,882.2
Aranet4 272D2,2024-06-23 12:10:00,441.0,20.1,47.0,882.2
Aranet4 272D2,2024-06-23 12:15:00,442.0,20.1,47.0,882.1
Aranet4 272D2,2024-06-23 12:20:00,423.0,20.1,47.0,882.1
Aranet4 272D2,2024-06-23 12:25:00,430.0,20.1,46.0,881.9
Aranet4 272D2,2024-06-23 12:30:00,405.0,20.2,46.0,881.8
Aranet4 272D2,2024-06-23 12:35:00,387.0,20.1,45.0,881.9
Aranet4 272D2,2024-06-23 12:40:00,404.0,20.1,46.0,881.8
Aranet4 272D2,2024-06-23 12:45:00,393.0,20.2,45.0,881.6
Aranet4 272D2,2024-06-23 12:50:00,391.0,20.1,46.0,881.7
Aranet4 272D2,2024-06-23 12:55:00,409.0,20.1,46.0,881.7
Aranet4 272D2,2024-06-23 13:00:00,411.0,20.2,46.0,881.7
Aranet4 272D2,2024-06-23 13:05:00,393.0,20.2,46.0,881.5
Aranet4 272D2,2024-06-23 13:10:00,377.0,20.2,46.0,881.6
Aranet4 272D2,2024-06-23 13:15:00,392.0,20.2,46.0,881.5
Aranet4 272D2,2024-06-23 13:20:00,395.0,20.2,46.0,881.5
Aranet4 272D2,2024-06-23 13:25:00,415.0,20.2,46.0,881.4
Aranet4 272D2,2024-06-23 13:30:00,423.0,20.2,45.0,881.3
Aranet4 272D2,2024-06-23 13:35:00,394.0,20.2,45.0,881.3
Aranet4 272D2,2024-06-23 13:40:00,390.0,20.2,45.0,881.2
Aranet4 272D2,2024-06-23 13:45:00,406.0,20.2,45.0,881.2
Aranet4 272D2,2024-06-23 13:50:00,397.0,20.2,45.0,881.2
Aranet4 272D2,2024-06-23 13:55:00,410.0,20.2,45.0,881.0
Aranet4 272D2,2024-06-23 14:00:00,433.0,20.3,45.0,881.1
Aranet4 272D2,2024-06-23 14:05:00,376.0,20.3,44.0,881.1
Aranet4 272D2,2024-06-23 14:10:00,374.0,20.3,45.0,881.1
Aranet4 272D2,2024-06-23 14:15:00,380.0,20.4,45.0,880.9
Aranet4 272D2,2024-06-23 14:20:00,392.0,20.5,45.0,881.0
Aranet4 272D2,2024-06-23 14:25:00,386.0,20.5,45.0,881.0
Aranet4 272D2,2024-06-23 14:30:00,393.0,20.4,44.0,881.1
Aranet4 272D2,2024-06-23 14:35:00,399.0,20.4,45.0,881.0
Aranet4 272D2,2024-06-23 14:40:00,395.0,20.4,45.0,881.1
Aranet4 272D2,2024-06-23 14:45:00,414.0,20.4,45.0,881.1
Aranet4 272D2,2024-06-23 14:50:00,416.0,20.4,45.0,881.1
Aranet4 272D2,2024-06-23 14:55:00,421.0,20.5,45.0,881.1
Aranet4 272D2,2024-06-23 15:00:00,409.0,20.5,45.0,881.1
Aranet4 272D2,2024-06-23 15:05:00,409.0,20.5,45.0,881.0
Aranet4 272D2,2024-06-23 15:10:00,415.0,20.5,45.0,880.9
Aranet4 272D2,2024-06-23 15:15:00,414.0,20.5,45.0,880.8
Aranet4 272D2,2024-06-23 15:20:00,439.0,20.6,45.0,880.8
Aranet4 272D2,2024-06-23 15:25:00,397.0,20.6,44.0,880.9
Aranet4 272D2,2024-06-23 15:30:00,396.0,20.5,45.0,880.8
Aranet4 272D2,2024-06-23 15:35:00,390.0,20.5,45.0,880.9
Aranet4 272D2,2024-06-23 15:40:00,389.0,20.5,45.0,880.9
Aranet4 272D2,2024-06-23 15:45:00,374.0,20.4,45.0,880.9
Aranet4 272D2,2024-06-23 15:50:00,373.0,20.3,45.0,880.9
Aranet4 272D2,2024-06-23 15:55:00,370.0,20.3,44.0,880.8
Aranet4 272D2,2024-06-23 16:00:00,372.0,20.2,44.0,880.9
Aranet4 272D2,2024-06-23 16:05:00,366.0,20.2,44.0,880.9
Aranet4 272D2,2024-06-23 16:10:00,389.0,20.2,44.0,880.9
Aranet4 272D2,2024-06-23 16:15:00,383.0,20.3,45.0,880.9
Aranet4 272D2,2024-06-23 16:20:00,418.0,20.3,45.0,880.9
Aranet4 272D2,2024-06-23 16:25:00,418.0,20.4,45.0,880.9
Aranet4 272D2,2024-06-23 16:30:00,403.0,20.4,45.0,881.0
Aranet4 272D2,2024-06-23 16:35:00,390.0,20.3,44.0,881.1
Aranet4 272D2,2024-06-23 16:40:00,391.0,20.3,44.0,881.0
Aranet4 272D2,2024-06-23 16:45:00,406.0,20.3,44.0,881.0
Aranet4 272D2,2024-06-23 16:50:00,404.0,20.2,44.0,881.0
Aranet4 272D2,2024-06-23 16:55:00,389.0,20.0,44.0,881.0
Aranet4 272D2,2024-06-23 17:00:00,374.0,20.0,44.0,881.1
Aranet4 272D2,2024-06-23 17:05:00,379.0,20.0,44.0,881.1
Aranet4 272D2,2024-06-23 17:10:00,382.0,20.0,44.0,881.1
Aranet4 272D2,2024-06-23 17:15:00,394.0,20.1,44.0,881.2
Aranet4 272D2,2024-06-23 17:20:00,399.0,20.1,44.0,881.1
Aranet4 272D2,2024-06-23 17:25:00,407.0,20.0,44.0,881.2
